road,lat,lon,current_speed,free_flow_speed,confidence,timestamp
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 14:04:14
Boulevard,-5.156843,119.446864,18,23,0.915543,2025-05-30 14:09:16
Tun Abdul Razak,-5.180458,119.465541,28,35,0.926656,2025-05-30 14:09:16
Sultan Alauddin,-5.202323,119.495785,30,35,0.970107,2025-05-30 14:09:17
Boulevard,-5.156843,119.446864,19,24,0.907999,2025-05-30 14:14:18
Tun Abdul Razak,-5.180458,119.465541,28,35,0.957156,2025-05-30 14:14:19
Sultan Alauddin,-5.202323,119.495785,29,34,0.973211,2025-05-30 14:14:20
Boulevard,-5.156843,119.446864,20,24,0.897636,2025-05-30 14:19:21
Tun Abdul Razak,-5.180458,119.465541,27,36,0.968028,2025-05-30 14:19:22
Sultan Alauddin,-5.202323,119.495785,29,35,0.977841,2025-05-30 14:19:23
Boulevard,-5.156843,119.446864,20,25,0.90018,2025-05-30 14:24:24
Tun Abdul Razak,-5.180458,119.465541,27,36,0.978109,2025-05-30 14:24:25
Sultan Alauddin,-5.202323,119.495785,29,34,0.977099,2025-05-30 14:24:26
Boulevard,-5.156843,119.446864,20,24,0.89652,2025-05-30 14:29:27
Tun Abdul Razak,-5.180458,119.465541,26,36,0.982874,2025-05-30 14:29:27
Sultan Alauddin,-5.202323,119.495785,29,35,0.979322,2025-05-30 14:29:28
Boulevard,-5.156843,119.446864,20,24,0.923768,2025-05-30 14:34:29
Tun Abdul Razak,-5.180458,119.465541,28,35,0.9873,2025-05-30 14:34:30
Sultan Alauddin,-5.202323,119.495785,29,35,0.981018,2025-05-30 14:34:31
Boulevard,-5.156843,119.446864,19,25,0.92334,2025-05-30 14:39:32
Tun Abdul Razak,-5.180458,119.465541,28,36,0.986178,2025-05-30 14:39:33
Sultan Alauddin,-5.202323,119.495785,28,34,0.987909,2025-05-30 14:39:34
Boulevard,-5.156843,119.446864,17,24,0.918351,2025-05-30 14:44:35
Tun Abdul Razak,-5.180458,119.465541,28,36,0.986903,2025-05-30 14:44:36
Sultan Alauddin,-5.202323,119.495785,29,34,0.991139,2025-05-30 14:44:38
Boulevard,-5.156843,119.446864,17,25,0.91828,2025-05-30 14:49:39
Tun Abdul Razak,-5.180458,119.465541,27,36,0.983978,2025-05-30 14:49:39
Sultan Alauddin,-5.202323,119.495785,28,34,0.99202,2025-05-30 14:49:40
Boulevard,-5.156843,119.446864,14,24,0.914296,2025-05-30 14:54:41
Tun Abdul Razak,-5.180458,119.465541,27,36,0.978331,2025-05-30 14:54:42
Sultan Alauddin,-5.202323,119.495785,28,35,0.992017,2025-05-30 14:54:43
Boulevard,-5.156843,119.446864,14,23,0.887641,2025-05-30 14:59:44
Tun Abdul Razak,-5.180458,119.465541,27,36,0.97171,2025-05-30 14:59:45
Sultan Alauddin,-5.202323,119.495785,28,34,0.992861,2025-05-30 14:59:46
Boulevard,-5.156843,119.446864,15,23,0.828891,2025-05-30 15:04:49
Tun Abdul Razak,-5.180458,119.465541,28,36,0.961572,2025-05-30 15:04:50
Sultan Alauddin,-5.202323,119.495785,29,34,0.990476,2025-05-30 15:04:52
Boulevard,-5.156843,119.446864,16,23,0.851518,2025-05-30 15:09:53
Tun Abdul Razak,-5.180458,119.465541,27,36,0.952985,2025-05-30 15:09:53
Sultan Alauddin,-5.202323,119.495785,29,35,0.985249,2025-05-30 15:09:56
Boulevard,-5.156843,119.446864,19,23,0.899042,2025-05-30 15:14:56
Tun Abdul Razak,-5.180458,119.465541,26,36,0.958464,2025-05-30 15:14:57
Sultan Alauddin,-5.202323,119.495785,27,34,0.980915,2025-05-30 15:15:01
Boulevard,-5.156843,119.446864,19,23,0.881595,2025-05-30 15:20:02
Tun Abdul Razak,-5.180458,119.465541,26,36,0.971771,2025-05-30 15:20:03
Sultan Alauddin,-5.202323,119.495785,27,35,0.978071,2025-05-30 15:20:04
Boulevard,-5.156843,119.446864,18,23,0.877935,2025-05-30 15:25:05
Tun Abdul Razak,-5.180458,119.465541,25,35,0.974894,2025-05-30 15:25:08
Sultan Alauddin,-5.202323,119.495785,26,35,0.973695,2025-05-30 15:25:08
Boulevard,-5.156843,119.446864,17,23,0.919533,2025-05-30 15:30:09
Tun Abdul Razak,-5.180458,119.465541,26,35,0.975013,2025-05-30 15:30:12
Sultan Alauddin,-5.202323,119.495785,26,34,0.969211,2025-05-30 15:30:14
Boulevard,-5.156843,119.446864,17,23,0.91359,2025-05-30 15:35:15
Tun Abdul Razak,-5.180458,119.465541,26,35,0.970639,2025-05-30 15:35:17
Sultan Alauddin,-5.202323,119.495785,27,35,0.96598,2025-05-30 15:35:19
Boulevard,-5.156843,119.446864,17,23,0.898516,2025-05-30 15:40:20
Tun Abdul Razak,-5.180458,119.465541,26,35,0.958574,2025-05-30 15:40:21
Sultan Alauddin,-5.202323,119.495785,27,34,0.953665,2025-05-30 15:40:22
Boulevard,-5.156843,119.446864,17,24,0.922375,2025-05-30 15:45:23
Tun Abdul Razak,-5.180458,119.465541,27,35,0.95038,2025-05-30 15:45:25
Sultan Alauddin,-5.202323,119.495785,28,34,0.948433,2025-05-30 15:45:26
Boulevard,-5.156843,119.446864,17,23,0.929898,2025-05-30 15:50:25
Tun Abdul Razak,-5.180458,119.465541,27,35,0.915516,2025-05-30 15:50:25
Sultan Alauddin,-5.202323,119.495785,29,35,0.947797,2025-05-30 15:50:26
Boulevard,-5.156843,119.446864,17,23,0.923351,2025-05-30 15:51:29
Tun Abdul Razak,-5.180458,119.465541,27,35,0.919056,2025-05-30 15:51:29
Sultan Alauddin,-5.202323,119.495785,29,35,0.945546,2025-05-30 15:51:30
Boulevard,-5.156843,119.446864,17,23,0.922615,2025-05-30 15:51:54
Tun Abdul Razak,-5.180458,119.465541,27,35,0.918455,2025-05-30 15:51:55
Sultan Alauddin,-5.202323,119.495785,29,34,0.939384,2025-05-30 15:51:55
Boulevard,-5.156843,119.446864,17,23,0.905902,2025-05-30 15:56:56
Tun Abdul Razak,-5.180458,119.465541,28,35,0.931746,2025-05-30 15:56:57
Sultan Alauddin,-5.202323,119.495785,29,34,0.934438,2025-05-30 15:56:58
Boulevard,-5.156843,119.446864,18,24,0.913715,2025-05-30 16:01:59
Tun Abdul Razak,-5.180458,119.465541,27,35,0.934862,2025-05-30 16:02:00
Sultan Alauddin,-5.202323,119.495785,29,35,0.939614,2025-05-30 16:02:01
Boulevard,-5.156843,119.446864,17,23,0.912158,2025-05-30 16:07:02
Tun Abdul Razak,-5.180458,119.465541,27,36,0.946581,2025-05-30 16:07:03
Sultan Alauddin,-5.202323,119.495785,29,34,0.95685,2025-05-30 16:07:04
Boulevard,-5.156843,119.446864,18,24,0.890566,2025-05-30 16:12:05
Tun Abdul Razak,-5.180458,119.465541,26,36,0.955567,2025-05-30 16:12:06
Sultan Alauddin,-5.202323,119.495785,28,35,0.967323,2025-05-30 16:12:06
Boulevard,-5.156843,119.446864,17,24,0.858887,2025-05-30 16:17:07
Tun Abdul Razak,-5.180458,119.465541,25,36,0.959944,2025-05-30 16:17:08
Sultan Alauddin,-5.202323,119.495785,26,34,0.968161,2025-05-30 16:17:09
Boulevard,-5.156843,119.446864,16,24,0.883728,2025-05-30 16:22:10
Tun Abdul Razak,-5.180458,119.465541,25,36,0.964672,2025-05-30 16:22:11
Sultan Alauddin,-5.202323,119.495785,26,34,0.971905,2025-05-30 16:22:12
Boulevard,-5.156843,119.446864,16,24,0.921532,2025-05-30 16:27:13
Tun Abdul Razak,-5.180458,119.465541,25,36,0.971152,2025-05-30 16:27:13
Sultan Alauddin,-5.202323,119.495785,26,35,0.974554,2025-05-30 16:27:14
Boulevard,-5.156843,119.446864,18,24,0.923433,2025-05-30 16:32:15
Tun Abdul Razak,-5.180458,119.465541,24,35,0.979286,2025-05-30 16:32:16
Sultan Alauddin,-5.202323,119.495785,25,34,0.976925,2025-05-30 16:32:17
Boulevard,-5.156843,119.446864,17,24,0.932412,2025-05-30 16:37:18
Tun Abdul Razak,-5.180458,119.465541,24,35,0.98243,2025-05-30 16:37:19
Sultan Alauddin,-5.202323,119.495785,25,35,0.974281,2025-05-30 16:37:20
Boulevard,-5.156843,119.446864,18,24,0.938172,2025-05-30 16:42:22
Tun Abdul Razak,-5.180458,119.465541,24,36,0.979897,2025-05-30 16:42:23
Sultan Alauddin,-5.202323,119.495785,25,34,0.972675,2025-05-30 16:42:24
Boulevard,-5.156843,119.446864,19,24,0.930337,2025-05-30 16:47:25
Tun Abdul Razak,-5.180458,119.465541,24,36,0.979074,2025-05-30 16:47:26
Sultan Alauddin,-5.202323,119.495785,26,35,0.976183,2025-05-30 16:47:27
Boulevard,-5.156843,119.446864,18,24,0.923024,2025-05-30 16:52:28
Tun Abdul Razak,-5.180458,119.465541,23,36,0.973112,2025-05-30 16:52:29
Sultan Alauddin,-5.202323,119.495785,26,35,0.974223,2025-05-30 16:52:29
Boulevard,-5.156843,119.446864,18,24,0.935225,2025-05-30 16:57:30
Tun Abdul Razak,-5.180458,119.465541,24,36,0.950154,2025-05-30 16:57:31
Sultan Alauddin,-5.202323,119.495785,25,34,0.97227,2025-05-30 16:57:32
Boulevard,-5.156843,119.446864,19,24,0.937445,2025-05-30 17:02:33
Tun Abdul Razak,-5.180458,119.465541,25,36,0.930836,2025-05-30 17:02:34
Sultan Alauddin,-5.202323,119.495785,25,34,0.965461,2025-05-30 17:02:35
Boulevard,-5.156843,119.446864,20,25,0.944115,2025-05-30 17:07:35
Tun Abdul Razak,-5.180458,119.465541,25,35,0.917644,2025-05-30 17:07:36
Sultan Alauddin,-5.202323,119.495785,25,35,0.963407,2025-05-30 17:07:37
Boulevard,-5.156843,119.446864,19,24,0.937606,2025-05-30 17:12:38
Tun Abdul Razak,-5.180458,119.465541,24,35,0.910991,2025-05-30 17:12:39
Sultan Alauddin,-5.202323,119.495785,25,34,0.958042,2025-05-30 17:12:40
Boulevard,-5.156843,119.446864,17,23,0.930225,2025-05-30 17:17:41
Tun Abdul Razak,-5.180458,119.465541,24,36,0.914965,2025-05-30 17:17:43
Sultan Alauddin,-5.202323,119.495785,25,35,0.957442,2025-05-30 17:17:44
Boulevard,-5.156843,119.446864,19,24,0.941157,2025-05-30 17:22:45
Tun Abdul Razak,-5.180458,119.465541,26,36,0.948609,2025-05-30 17:22:46
Sultan Alauddin,-5.202323,119.495785,24,35,0.947686,2025-05-30 17:22:47
Boulevard,-5.156843,119.446864,18,24,0.942554,2025-05-30 17:27:48
Tun Abdul Razak,-5.180458,119.465541,25,36,0.961177,2025-05-30 17:27:48
Sultan Alauddin,-5.202323,119.495785,25,34,0.937512,2025-05-30 17:27:50
Boulevard,-5.156843,119.446864,19,24,0.933654,2025-05-30 17:32:51
Tun Abdul Razak,-5.180458,119.465541,26,35,0.975848,2025-05-30 17:32:52
Sultan Alauddin,-5.202323,119.495785,25,35,0.938415,2025-05-30 17:32:53
Boulevard,-5.156843,119.446864,17,24,0.939735,2025-05-30 17:37:53
Tun Abdul Razak,-5.180458,119.465541,27,35,0.980233,2025-05-30 17:37:54
Sultan Alauddin,-5.202323,119.495785,26,35,0.951887,2025-05-30 17:37:55
Boulevard,-5.156843,119.446864,17,24,0.943224,2025-05-30 17:42:56
Tun Abdul Razak,-5.180458,119.465541,27,36,0.981702,2025-05-30 17:42:57
Sultan Alauddin,-5.202323,119.495785,25,35,0.95988,2025-05-30 17:42:58
Boulevard,-5.156843,119.446864,18,23,0.930593,2025-05-30 17:47:59
Tun Abdul Razak,-5.180458,119.465541,26,35,0.980829,2025-05-30 17:48:00
Sultan Alauddin,-5.202323,119.495785,24,34,0.961749,2025-05-30 17:48:00
Boulevard,-5.156843,119.446864,17,24,0.922006,2025-05-30 17:53:01
Tun Abdul Razak,-5.180458,119.465541,25,36,0.977977,2025-05-30 17:53:02
Sultan Alauddin,-5.202323,119.495785,25,35,0.966029,2025-05-30 17:53:03
Boulevard,-5.156843,119.446864,18,23,0.866581,2025-05-30 17:58:04
Tun Abdul Razak,-5.180458,119.465541,25,35,0.977441,2025-05-30 17:58:05
Sultan Alauddin,-5.202323,119.495785,24,35,0.96378,2025-05-30 17:58:05
Boulevard,-5.156843,119.446864,19,23,0.871666,2025-05-30 18:03:07
Tun Abdul Razak,-5.180458,119.465541,26,36,0.97749,2025-05-30 18:03:08
Sultan Alauddin,-5.202323,119.495785,25,35,0.952708,2025-05-30 18:03:08
Boulevard,-5.156843,119.446864,18,23,0.878079,2025-05-30 18:08:09
Tun Abdul Razak,-5.180458,119.465541,27,36,0.980732,2025-05-30 18:08:10
Sultan Alauddin,-5.202323,119.495785,25,35,0.932129,2025-05-30 18:08:11
Boulevard,-5.156843,119.446864,18,24,0.866576,2025-05-30 18:13:12
Tun Abdul Razak,-5.180458,119.465541,26,36,0.980296,2025-05-30 18:13:13
Sultan Alauddin,-5.202323,119.495785,26,34,0.92432,2025-05-30 18:13:14
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 18:18:15
Tun Abdul Razak,-5.180458,119.465541,25,35,0.978046,2025-05-30 18:18:16
Sultan Alauddin,-5.202323,119.495785,26,34,0.931089,2025-05-30 18:18:16
Boulevard,-5.156843,119.446864,18,24,0.873027,2025-05-30 18:23:18
Tun Abdul Razak,-5.180458,119.465541,24,35,0.980353,2025-05-30 18:23:18
Sultan Alauddin,-5.202323,119.495785,26,35,0.93467,2025-05-30 18:23:19
Boulevard,-5.156843,119.446864,18,24,0.864988,2025-05-30 18:28:20
Tun Abdul Razak,-5.180458,119.465541,26,36,0.979466,2025-05-30 18:28:21
Sultan Alauddin,-5.202323,119.495785,26,35,0.93813,2025-05-30 18:28:22
Boulevard,-5.156843,119.446864,18,23,0.851504,2025-05-30 18:33:23
Tun Abdul Razak,-5.180458,119.465541,25,35,0.981318,2025-05-30 18:33:25
Sultan Alauddin,-5.202323,119.495785,25,34,0.949159,2025-05-30 18:33:26
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 18:38:27
Tun Abdul Razak,-5.180458,119.465541,26,36,0.982957,2025-05-30 18:38:28
Sultan Alauddin,-5.202323,119.495785,24,35,0.958899,2025-05-30 18:38:29
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 18:43:30
Tun Abdul Razak,-5.180458,119.465541,24,35,0.987542,2025-05-30 18:43:30
Sultan Alauddin,-5.202323,119.495785,23,35,0.960277,2025-05-30 18:43:31
Boulevard,-5.156843,119.446864,18,23,0.908427,2025-05-30 18:48:32
Tun Abdul Razak,-5.180458,119.465541,24,35,0.988345,2025-05-30 18:48:33
Sultan Alauddin,-5.202323,119.495785,24,35,0.961362,2025-05-30 18:48:34
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 18:53:35
Tun Abdul Razak,-5.180458,119.465541,25,35,0.993001,2025-05-30 18:53:36
Sultan Alauddin,-5.202323,119.495785,24,34,0.961514,2025-05-30 18:53:37
Boulevard,-5.156843,119.446864,18,23,0.936862,2025-05-30 18:58:38
Tun Abdul Razak,-5.180458,119.465541,24,36,0.990899,2025-05-30 18:58:39
Sultan Alauddin,-5.202323,119.495785,24,35,0.963904,2025-05-30 18:58:40
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 19:03:41
Tun Abdul Razak,-5.180458,119.465541,24,35,0.987821,2025-05-30 19:03:42
Sultan Alauddin,-5.202323,119.495785,24,34,0.958043,2025-05-30 19:03:43
Boulevard,-5.156843,119.446864,18,24,0.939738,2025-05-30 19:08:44
Tun Abdul Razak,-5.180458,119.465541,24,36,0.986488,2025-05-30 19:08:44
Sultan Alauddin,-5.202323,119.495785,25,34,0.948591,2025-05-30 19:08:46
Boulevard,-5.156843,119.446864,18,23,0.933954,2025-05-30 19:13:47
Tun Abdul Razak,-5.180458,119.465541,23,36,0.987127,2025-05-30 19:13:47
Sultan Alauddin,-5.202323,119.495785,27,34,0.952237,2025-05-30 19:13:48
Boulevard,-5.156843,119.446864,17,23,0.909917,2025-05-30 19:18:49
Tun Abdul Razak,-5.180458,119.465541,24,36,0.984751,2025-05-30 19:18:50
Sultan Alauddin,-5.202323,119.495785,28,35,0.954216,2025-05-30 19:18:52
Boulevard,-5.156843,119.446864,18,23,0.898745,2025-05-30 19:23:53
Tun Abdul Razak,-5.180458,119.465541,26,36,0.98285,2025-05-30 19:23:54
Sultan Alauddin,-5.202323,119.495785,27,34,0.96317,2025-05-30 19:23:55
Boulevard,-5.156843,119.446864,18,24,0.906136,2025-05-30 19:28:56
Tun Abdul Razak,-5.180458,119.465541,26,35,0.985834,2025-05-30 19:28:56
Sultan Alauddin,-5.202323,119.495785,26,34,0.964104,2025-05-30 19:28:58
Boulevard,-5.156843,119.446864,17,23,0.912308,2025-05-30 19:33:59
Tun Abdul Razak,-5.180458,119.465541,26,35,0.982731,2025-05-30 19:34:00
Sultan Alauddin,-5.202323,119.495785,27,34,0.957096,2025-05-30 19:34:00
Boulevard,-5.156843,119.446864,18,23,0.915791,2025-05-30 19:39:01
Tun Abdul Razak,-5.180458,119.465541,25,35,0.980139,2025-05-30 19:39:02
Sultan Alauddin,-5.202323,119.495785,27,35,0.952541,2025-05-30 19:39:03
Boulevard,-5.156843,119.446864,16,23,0.923005,2025-05-30 19:44:04
Tun Abdul Razak,-5.180458,119.465541,26,35,0.977275,2025-05-30 19:44:05
Sultan Alauddin,-5.202323,119.495785,26,34,0.939193,2025-05-30 19:44:06
Boulevard,-5.156843,119.446864,17,23,0.89759,2025-05-30 19:49:07
Tun Abdul Razak,-5.180458,119.465541,26,36,0.972557,2025-05-30 19:49:08
Sultan Alauddin,-5.202323,119.495785,26,34,0.91914,2025-05-30 19:49:09
Boulevard,-5.156843,119.446864,18,24,0.918516,2025-05-30 19:54:10
Tun Abdul Razak,-5.180458,119.465541,26,36,0.971183,2025-05-30 19:54:11
Sultan Alauddin,-5.202323,119.495785,27,34,0.856105,2025-05-30 19:54:12
Boulevard,-5.156843,119.446864,17,23,0.892831,2025-05-30 19:59:13
Tun Abdul Razak,-5.180458,119.465541,25,35,0.96787,2025-05-30 19:59:13
Sultan Alauddin,-5.202323,119.495785,27,35,0.865288,2025-05-30 19:59:14
Boulevard,-5.156843,119.446864,18,23,0.892831,2025-05-30 20:04:15
Tun Abdul Razak,-5.180458,119.465541,27,35,0.969147,2025-05-30 20:04:16
Sultan Alauddin,-5.202323,119.495785,28,34,0.891318,2025-05-30 20:04:17
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 20:09:17
Tun Abdul Razak,-5.180458,119.465541,27,35,0.970377,2025-05-30 20:09:18
Sultan Alauddin,-5.202323,119.495785,28,34,0.883735,2025-05-30 20:09:19
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 20:14:21
Tun Abdul Razak,-5.180458,119.465541,27,35,0.975019,2025-05-30 20:14:22
Sultan Alauddin,-5.202323,119.495785,27,35,0.889041,2025-05-30 20:14:23
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 20:19:26
Tun Abdul Razak,-5.180458,119.465541,27,35,0.973158,2025-05-30 20:19:27
Sultan Alauddin,-5.202323,119.495785,27,34,0.925074,2025-05-30 20:19:28
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 20:24:30
Tun Abdul Razak,-5.180458,119.465541,27,35,0.974054,2025-05-30 20:24:30
Sultan Alauddin,-5.202323,119.495785,27,34,0.926529,2025-05-30 20:24:32
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 20:29:33
Tun Abdul Razak,-5.180458,119.465541,27,36,0.974686,2025-05-30 20:29:34
Sultan Alauddin,-5.202323,119.495785,27,34,0.923861,2025-05-30 20:29:34
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 20:34:35
Tun Abdul Razak,-5.180458,119.465541,28,36,0.96624,2025-05-30 20:34:37
Sultan Alauddin,-5.202323,119.495785,28,35,0.903709,2025-05-30 20:34:38
Boulevard,-5.156843,119.446864,19,23,0.920285,2025-05-30 20:39:39
Tun Abdul Razak,-5.180458,119.465541,28,35,0.95596,2025-05-30 20:39:41
Sultan Alauddin,-5.202323,119.495785,29,34,0.923436,2025-05-30 20:39:41
Boulevard,-5.156843,119.446864,18,23,0.918416,2025-05-30 20:44:44
Tun Abdul Razak,-5.180458,119.465541,28,35,0.964988,2025-05-30 20:44:45
Sultan Alauddin,-5.202323,119.495785,28,35,0.900839,2025-05-30 20:44:46
Boulevard,-5.156843,119.446864,18,24,0.905785,2025-05-30 20:49:46
Tun Abdul Razak,-5.180458,119.465541,29,35,0.967596,2025-05-30 20:49:47
Sultan Alauddin,-5.202323,119.495785,28,35,0.918307,2025-05-30 20:49:49
Boulevard,-5.156843,119.446864,19,23,0.918169,2025-05-30 20:54:50
Tun Abdul Razak,-5.180458,119.465541,30,36,0.97254,2025-05-30 20:54:50
Sultan Alauddin,-5.202323,119.495785,27,35,0.934294,2025-05-30 20:54:51
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 20:59:52
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 20:59:53
Sultan Alauddin,-5.202323,119.495785,27,34,0.93944,2025-05-30 20:59:53
Boulevard,-5.156843,119.446864,18,23,0.926418,2025-05-30 21:04:56
Tun Abdul Razak,-5.180458,119.465541,30,36,0.967222,2025-05-30 21:04:58
Sultan Alauddin,-5.202323,119.495785,29,35,0.949502,2025-05-30 21:04:59
Boulevard,-5.156843,119.446864,17,23,0.926761,2025-05-30 21:09:59
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 21:10:00
Sultan Alauddin,-5.202323,119.495785,29,34,0.950982,2025-05-30 21:10:01
Boulevard,-5.156843,119.446864,17,23,0.917518,2025-05-30 21:15:02
Tun Abdul Razak,-5.180458,119.465541,30,35,0.96031,2025-05-30 21:15:03
Sultan Alauddin,-5.202323,119.495785,29,35,0.947074,2025-05-30 21:15:05
Boulevard,-5.156843,119.446864,18,23,0.90835,2025-05-30 21:20:05
Tun Abdul Razak,-5.180458,119.465541,30,36,0.952073,2025-05-30 21:20:07
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 21:20:08
Boulevard,-5.156843,119.446864,17,23,0.869541,2025-05-30 21:25:09
Tun Abdul Razak,-5.180458,119.465541,29,36,0.922342,2025-05-30 21:25:10
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 21:25:11
Boulevard,-5.156843,119.446864,17,23,0.847816,2025-05-30 21:30:13
Tun Abdul Razak,-5.180458,119.465541,28,35,0.944872,2025-05-30 21:30:15
Sultan Alauddin,-5.202323,119.495785,29,35,0.939153,2025-05-30 21:30:15
Boulevard,-5.156843,119.446864,17,23,0.798666,2025-05-30 21:35:16
Tun Abdul Razak,-5.180458,119.465541,29,35,0.955774,2025-05-30 21:35:17
Sultan Alauddin,-5.202323,119.495785,29,34,0.930324,2025-05-30 21:35:17
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 21:40:19
Tun Abdul Razak,-5.180458,119.465541,30,36,0.965648,2025-05-30 21:40:20
Sultan Alauddin,-5.202323,119.495785,29,34,0.919816,2025-05-30 21:40:24
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 21:45:26
Tun Abdul Razak,-5.180458,119.465541,31,35,0.975704,2025-05-30 21:45:31
Sultan Alauddin,-5.202323,119.495785,30,34,0.920025,2025-05-30 21:45:33
Boulevard,-5.156843,119.446864,18,24,0.844484,2025-05-30 21:50:33
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 21:50:36
Sultan Alauddin,-5.202323,119.495785,30,35,0.897332,2025-05-30 21:50:38
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 21:55:39
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 21:55:40
Sultan Alauddin,-5.202323,119.495785,30,35,0.892023,2025-05-30 21:55:41
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:00:42
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 22:00:43
Sultan Alauddin,-5.202323,119.495785,30,35,0.893939,2025-05-30 22:00:43
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:05:45
Tun Abdul Razak,-5.180458,119.465541,31,36,0.970876,2025-05-30 22:05:45
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:05:47
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:10:48
Tun Abdul Razak,-5.180458,119.465541,30,35,0.95728,2025-05-30 22:10:49
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:10:51
Boulevard,-5.156843,119.446864,19,23,0.892426,2025-05-30 22:15:52
Tun Abdul Razak,-5.180458,119.465541,29,36,0.950445,2025-05-30 22:15:53
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:15:55
Boulevard,-5.156843,119.446864,18,23,0.874203,2025-05-30 22:20:56
Tun Abdul Razak,-5.180458,119.465541,29,35,0.9445,2025-05-30 22:20:57
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:20:58
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:25:59
Tun Abdul Razak,-5.180458,119.465541,30,35,0.924958,2025-05-30 22:26:00
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:26:02
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:31:02
Tun Abdul Razak,-5.180458,119.465541,31,35,0.897581,2025-05-30 22:31:03
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:31:04
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:36:05
Tun Abdul Razak,-5.180458,119.465541,31,36,0.892544,2025-05-30 22:36:05
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:36:09
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:41:10
Tun Abdul Razak,-5.180458,119.465541,30,36,0.904339,2025-05-30 22:41:11
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:41:11
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 22:46:12
Tun Abdul Razak,-5.180458,119.465541,30,35,0.901616,2025-05-30 22:46:14
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 22:46:15
Boulevard,-5.156843,119.446864,23,23,1,2025-05-30 22:51:16
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-30 22:51:17
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-30 22:51:18
Boulevard,-5.156843,119.446864,23,23,1,2025-05-30 22:56:19
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-30 22:56:19
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-30 22:56:20
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 09:23:39
