road,lat,lon,current_speed,free_flow_speed,confidence,timestamp,congestion_percent,rush_hour,congestion_level,low_confidence,is_weekend,hour,speed_diff,temperature,weathercode,weather
Tun Abdul Razak,-5.180458,119.465541,28,35,0.9709,2025-05-29 21:09:12,19.999999999999996,False,Low,False,False,21,5.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,28,34,0.90273,2025-05-29 21:09:13,17.647058823529417,False,Low,False,False,21,0.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:14:14,0.0,False,Low,False,False,21,-5.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.968925,2025-05-29 21:14:15,19.444444444444443,False,Low,False,False,21,6.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,27,34,0.896171,2025-05-29 21:14:16,20.588235294117652,False,Low,False,False,21,-2.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:19:17,0.0,False,Low,False,False,21,-4.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.965893,2025-05-29 21:19:18,17.14285714285714,False,Low,False,False,21,6.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,29,35,0.911853,2025-05-29 21:19:19,17.14285714285714,False,Low,False,False,21,0.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:24:20,0.0,False,Low,False,False,21,-6.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.966209,2025-05-29 21:24:20,16.666666666666664,False,Low,False,False,21,7.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 21:24:21,0.0,False,Low,False,False,21,5.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:29:23,0.0,False,Low,False,False,21,-12.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.961762,2025-05-29 21:29:24,14.28571428571429,False,Low,False,False,21,7.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,29,34,0.941829,2025-05-29 21:29:24,14.70588235294118,False,Low,False,False,21,-1.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:34:25,0.0,False,Low,False,False,21,-6.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.95163,2025-05-29 21:34:27,16.666666666666664,False,Low,False,False,21,7.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,29,35,0.944534,2025-05-29 21:34:28,17.14285714285714,False,Low,False,False,21,-1.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:39:29,0.0,False,Low,False,False,21,-6.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.945231,2025-05-29 21:39:30,19.444444444444443,False,Low,False,False,21,6.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 21:39:31,0.0,False,Low,False,False,21,6.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,19,23,0.907425,2025-05-29 21:44:32,17.391304347826086,False,Low,False,False,21,-16.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.912147,2025-05-29 21:44:32,16.666666666666664,False,Low,False,False,21,11.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,30,35,0.9563,2025-05-29 21:44:33,14.28571428571429,False,Low,False,False,21,0.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,19,23,0.908067,2025-05-29 21:49:34,17.391304347826086,False,Low,False,False,21,-11.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.901918,2025-05-29 21:49:35,14.28571428571429,False,Low,False,False,21,11.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 21:49:36,0.0,False,Low,False,False,21,5.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:54:37,0.0,False,Low,False,False,21,-12.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,31,35,0.887106,2025-05-29 21:54:38,11.428571428571432,False,Low,False,False,21,8.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 21:54:39,0.0,False,Low,False,False,21,4.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 21:59:40,0.0,False,Low,False,False,21,-12.0,27.6,2,cloudy
Tun Abdul Razak,-5.180458,119.465541,31,35,0.922575,2025-05-29 21:59:41,11.428571428571432,False,Low,False,False,21,8.0,27.6,2,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 21:59:41,0.0,False,Low,False,False,21,4.0,27.6,2,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:04:42,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,30,36,0.947759,2025-05-29 22:04:43,16.666666666666664,False,Low,False,False,22,7.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:04:45,0.0,False,Low,False,False,22,5.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:09:46,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,31,36,0.955749,2025-05-29 22:09:47,13.888888888888884,False,Low,False,False,22,8.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:09:48,0.0,False,Low,False,False,22,4.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:14:48,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,30,35,0.963652,2025-05-29 22:14:50,14.28571428571429,False,Low,False,False,22,7.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:14:51,0.0,False,Low,False,False,22,5.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:19:53,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,32,35,0.970846,2025-05-29 22:19:54,8.571428571428575,False,Low,False,False,22,9.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:19:54,0.0,False,Low,False,False,22,3.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:24:56,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-29 22:24:57,0.0,False,Low,False,False,22,12.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:24:58,0.0,False,Low,False,False,22,0.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:29:59,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-29 22:30:00,0.0,False,Low,False,False,22,12.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:30:01,0.0,False,Low,False,False,22,0.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:35:02,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-29 22:35:03,0.0,False,Low,False,False,22,12.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:35:04,0.0,False,Low,False,False,22,0.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:40:06,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-29 22:40:06,0.0,False,Low,False,False,22,12.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:40:08,0.0,False,Low,False,False,22,0.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-29 22:45:09,0.0,False,Low,False,False,22,-12.0,27.5,0,clear
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-29 22:45:10,0.0,False,Low,False,False,22,12.0,27.5,0,clear
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-29 22:45:10,0.0,False,Low,False,False,22,0.0,27.5,0,clear
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:23:00,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 11:23:01,0.0,False,Low,False,False,11,12.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:23:01,0.0,False,Low,False,False,11,0.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:28:02,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 11:28:03,0.0,False,Low,False,False,11,12.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:28:03,0.0,False,Low,False,False,11,0.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:33:04,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 11:33:05,0.0,False,Low,False,False,11,12.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:33:06,0.0,False,Low,False,False,11,0.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:38:07,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 11:38:09,0.0,False,Low,False,False,11,12.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:38:10,0.0,False,Low,False,False,11,0.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:43:11,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 11:43:13,0.0,False,Low,False,False,11,12.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:43:14,0.0,False,Low,False,False,11,0.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:48:15,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 11:48:16,0.0,False,Low,False,False,11,12.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:48:17,0.0,False,Low,False,False,11,0.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:53:18,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.915325,2025-05-30 11:53:18,14.28571428571429,False,Low,False,False,11,7.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:53:19,0.0,False,Low,False,False,11,5.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 11:58:20,0.0,False,Low,False,False,11,-12.0,31.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 11:58:21,0.0,False,Low,False,False,11,12.0,31.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 11:58:22,0.0,False,Low,False,False,11,0.0,31.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:03:23,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:03:24,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:03:25,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:11:50,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:11:51,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:11:52,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:16:53,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:16:54,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:16:55,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:21:55,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:21:56,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:21:57,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:26:58,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:26:59,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:27:00,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:32:01,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:32:02,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:32:03,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:37:04,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:37:04,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:37:05,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:42:06,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:42:07,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:42:08,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:47:09,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 12:47:10,0.0,False,Low,False,False,12,12.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:47:10,0.0,False,Low,False,False,12,0.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:52:12,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.893639,2025-05-30 12:52:12,14.28571428571429,False,Low,False,False,12,7.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:52:13,0.0,False,Low,False,False,12,5.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 12:57:14,0.0,False,Low,False,False,12,-12.0,32.0,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.931447,2025-05-30 12:57:15,14.28571428571429,False,Low,False,False,12,7.0,32.0,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 12:57:16,0.0,False,Low,False,False,12,5.0,32.0,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:02:17,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 13:02:18,0.0,False,Low,False,False,13,12.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:02:18,0.0,False,Low,False,False,13,0.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:07:20,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-30 13:07:21,0.0,False,Low,False,False,13,12.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:07:22,0.0,False,Low,False,False,13,0.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:12:23,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.960211,2025-05-30 13:12:24,14.28571428571429,False,Low,False,False,13,7.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:12:25,0.0,False,Low,False,False,13,5.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:17:26,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.966569,2025-05-30 13:17:27,14.28571428571429,False,Low,False,False,13,7.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:17:28,0.0,False,Low,False,False,13,5.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:22:28,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.977762,2025-05-30 13:22:29,14.28571428571429,False,Low,False,False,13,7.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:22:30,0.0,False,Low,False,False,13,5.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:27:32,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.982403,2025-05-30 13:27:33,16.666666666666664,False,Low,False,False,13,7.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:27:34,0.0,False,Low,False,False,13,5.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:32:35,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.98203,2025-05-30 13:32:36,19.444444444444443,False,Low,False,False,13,6.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:32:37,0.0,False,Low,False,False,13,6.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:37:39,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.979239,2025-05-30 13:37:40,19.999999999999996,False,Low,False,False,13,5.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:37:40,0.0,False,Low,False,False,13,7.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,19,23,0.93701,2025-05-30 13:42:41,17.391304347826086,False,Low,False,False,13,-16.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.970201,2025-05-30 13:42:42,19.999999999999996,False,Low,False,False,13,9.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:42:43,0.0,False,Low,False,False,13,7.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:47:44,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,36,0.910398,2025-05-30 13:47:45,22.22222222222222,False,Low,False,False,13,5.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:47:45,0.0,False,Low,False,False,13,7.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,20,24,0.91956,2025-05-30 13:54:07,16.666666666666664,False,Low,False,False,13,-15.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.85849,2025-05-30 13:54:08,19.999999999999996,False,Low,False,False,13,8.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:54:09,0.0,False,Low,False,False,13,7.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 13:59:10,0.0,False,Low,False,False,13,-12.0,31.5,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.861484,2025-05-30 13:59:11,25.0,False,Low,False,False,13,4.0,31.5,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 13:59:12,0.0,False,Low,False,False,13,8.0,31.5,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-30 14:04:12,0.0,False,Low,False,False,14,-12.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.896858,2025-05-30 14:04:13,19.999999999999996,False,Low,False,False,14,5.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-30 14:04:14,0.0,False,Low,False,False,14,7.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,18,23,0.915543,2025-05-30 14:09:16,21.739130434782606,False,Low,False,False,14,-17.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.926656,2025-05-30 14:09:16,19.999999999999996,False,Low,False,False,14,10.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,30,35,0.970107,2025-05-30 14:09:17,14.28571428571429,False,Low,False,False,14,2.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,19,24,0.907999,2025-05-30 14:14:18,20.833333333333336,False,Low,False,False,14,-11.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.957156,2025-05-30 14:14:19,19.999999999999996,False,Low,False,False,14,9.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,29,34,0.973211,2025-05-30 14:14:20,14.70588235294118,False,Low,False,False,14,1.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,20,24,0.897636,2025-05-30 14:19:21,16.666666666666664,False,Low,False,False,14,-9.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.968028,2025-05-30 14:19:22,25.0,False,Low,False,False,14,7.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,29,35,0.977841,2025-05-30 14:19:23,17.14285714285714,False,Low,False,False,14,2.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,20,25,0.90018,2025-05-30 14:24:24,19.999999999999996,False,Low,False,False,14,-9.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.978109,2025-05-30 14:24:25,25.0,False,Low,False,False,14,7.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,29,34,0.977099,2025-05-30 14:24:26,14.70588235294118,False,Low,False,False,14,2.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,20,24,0.89652,2025-05-30 14:29:27,16.666666666666664,False,Low,False,False,14,-9.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,26,36,0.982874,2025-05-30 14:29:27,27.77777777777778,False,Low,False,False,14,6.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,29,35,0.979322,2025-05-30 14:29:28,17.14285714285714,False,Low,False,False,14,3.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,20,24,0.923768,2025-05-30 14:34:29,16.666666666666664,False,Low,False,False,14,-9.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,35,0.9873,2025-05-30 14:34:30,19.999999999999996,False,Low,False,False,14,8.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,29,35,0.981018,2025-05-30 14:34:31,17.14285714285714,False,Low,False,False,14,1.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,19,25,0.92334,2025-05-30 14:39:32,24.0,False,Low,False,False,14,-10.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,36,0.986178,2025-05-30 14:39:33,22.22222222222222,False,Low,False,False,14,9.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,28,34,0.987909,2025-05-30 14:39:34,17.647058823529417,False,Low,False,False,14,0.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,17,24,0.918351,2025-05-30 14:44:35,29.166666666666664,False,Low,False,False,14,-11.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,28,36,0.986903,2025-05-30 14:44:36,22.22222222222222,False,Low,False,False,14,11.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,29,34,0.991139,2025-05-30 14:44:38,14.70588235294118,False,Low,False,False,14,1.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,17,25,0.91828,2025-05-30 14:49:39,31.999999999999996,False,Moderate,False,False,14,-12.0,32.1,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,27,36,0.983978,2025-05-30 14:49:39,25.0,False,Low,False,False,14,10.0,32.1,3,cloudy
Sultan Alauddin,-5.202323,119.495785,28,34,0.99202,2025-05-30 14:49:40,17.647058823529417,False,Low,False,False,14,1.0,32.1,3,cloudy
Boulevard,-5.156843,119.446864,14,24,0.914296,2025-05-30 14:54:41,41.666666666666664,False,Moderate,False,False,14,-14.0,32.1,3,cloudy
